Date;Text;Amount;Saldo;Currency
09/10/2015;Pengeautomat;-400;37025,97;DKK
07/10/2015;Rema 1000;-53;37425,97;DKK
06/10/2015;Visa/Dankort SEK   169,80 Kurs 80,671 Nota nr. 09321 MASTERLIVS, MALMO;-136,98;37478,97;DKK
06/10/2015;Visa/Dankort SEK   105,00 Kurs 80,676 Nota nr. 46776 SKANETRAFIKEN, MALMO C;-84,71;37615,95;DKK
05/10/2015;Rema 1000;-46,15;37700,66;DKK
05/10/2015;Rema 1000;-35;37746,81;DKK
05/10/2015;Rema 1000;-96,3;37781,81;DKK
05/10/2015;SØPAVILLONEN;-40;37878,11;DKK
05/10/2015;SØPAVILLONEN;-40;37918,11;DKK
02/10/2015;DSB København;-89;37958,11;DKK
01/10/2015;Rema 1000;-55,9;38047,11;DKK
30/09/2015;Aldi 002;-103,25;38103,01;DKK
29/09/2015;The Coffee Factory;-72;38206,26;DKK
29/09/2015;CITS V SERVICE (DE;-1525;38278,26;DKK
29/09/2015;Blomsterskuret V/L;-325;39803,26;DKK
29/09/2015;Foodie I/S;-105;40128,26;DKK
29/09/2015;IZ *ISTID I S, KOBENHAVN N;-45;40233,26;DKK
28/09/2015;Rema 1000;-132,6;40278,26;DKK
28/09/2015;Jasmin Corner;-345;40410,86;DKK
28/09/2015;HOOHA;-379;40755,86;DKK
28/09/2015;MALING.DK;-49,95;41134,86;DKK
24/09/2015;Aldi 002;-42,9;41184,81;DKK
24/09/2015;Rema 1000;-88,64;41227,71;DKK
23/09/2015;Rema 1000;-71,4;41316,35;DKK
23/09/2015;AGODA.COM, LONDON;-2161,73;41387,75;DKK
22/09/2015;AGODA.COM, LONDON;-11,17;43549,48;DKK
21/09/2015;Rema 1000;-43,45;43560,65;DKK
21/09/2015;Epidemiklinikken;-570;43604,1;DKK
21/09/2015;Rema 1000;-80,9;44174,1;DKK
21/09/2015;Selmas Is Aps;-66;44255;DKK
21/09/2015;DET FRANSKE CONDIT;-30;44321;DKK
18/09/2015;Coffee First;-73;44351;DKK
18/09/2015;Rema 1000;-93,75;44424;DKK
17/09/2015;RADIOKIOSKEN;-50;44517,75;DKK
16/09/2015;Rema 1000;-161,15;44567,75;DKK
16/09/2015;DET FRANSKE CONDIT;-50;44728,9;DKK
15/09/2015;Palæo;-126;44778,9;DKK
15/09/2015;Rema 1000;-135,8;44904,9;DKK
14/09/2015;SILVAN;-69,95;45040,7;DKK
14/09/2015;Brød Værten;-58;45110,65;DKK
14/09/2015;SILVAN;-209,7;45168,65;DKK
14/09/2015;DET FRANSKE CONDIT;-48;45378,35;DKK
14/09/2015;Rema 1000;-143,45;45426,35;DKK
14/09/2015;LA TIENDA;-80;45569,8;DKK
14/09/2015;Democratic Coffee;-55;45649,8;DKK
14/09/2015;Aldi 002;-142,7;45704,8;DKK
11/09/2015;MATAS - 14420;-41,95;45847,5;DKK
10/09/2015;Rema 1000;-58,95;45889,45;DKK
10/09/2015;IZ *ISTID I S, KOBENHAVN N;-160;45948,4;DKK
09/09/2015;Rema 1000;-58,9;46108,4;DKK
07/09/2015;Mormors;-135;46167,3;DKK
07/09/2015;Rema 1000;-62,8;46302,3;DKK
07/09/2015;Rema 1000;-92,61;46365,1;DKK
07/09/2015;DET FRANSKE CONDIT;-48;46457,71;DKK
07/09/2015;DAGMAR TEATRET A/S;-190;46505,71;DKK
07/09/2015;F.S. PLUS SERVICE;-50;46695,71;DKK
04/09/2015;Rema 1000;-97,95;46745,71;DKK
02/09/2015;Rema 1000;-50,1;46843,66;DKK
01/09/2015;Rema 1000;-142;46893,76;DKK
01/09/2015;Dankort-køb SILVAN 314 eShop;-2798,95;47035,76;DKK
31/08/2015;Københavns Universit;11468,07;49834,71;DKK
26/08/2015;Rema 1000;-60,35;38366,64;DKK
24/08/2015;Rema 1000;-74,9;38426,99;DKK
24/08/2015;DSB 650 Kk RKA;-200;38501,89;DKK
24/08/2015;Rema 1000;-33,25;38701,89;DKK
24/08/2015;Democratic Coffee;-108;38735,14;DKK
24/08/2015;Rådhusoplysningen,;-95;38843,14;DKK
24/08/2015;Rema 1000;-102,25;38938,14;DKK
20/08/2015;Aldi 002;-104,25;39040,39;DKK
20/08/2015;Rema 1000;-112,15;39144,64;DKK
19/08/2015;Dankort 7-Eleven B 021;-25;39256,79;DKK
17/08/2015;Foodie I/S;-130;39281,79;DKK
17/08/2015;JOE & THE JUICE Fr;-152;39411,79;DKK
17/08/2015;Rema 1000;-101,95;39563,79;DKK
14/08/2015;Rema 1000;-40,7;39665,74;DKK
12/08/2015;Inspiration;-59,9;39706,44;DKK
12/08/2015;Rema 1000;-166,55;39766,34;DKK
11/08/2015;Pengeautomat;-500;39932,89;DKK
10/08/2015;Rema 1000;-145,35;40432,89;DKK
10/08/2015;Coffee First;-145;40578,24;DKK
10/08/2015;Isenkræmmer Hartma;-45;40723,24;DKK
07/08/2015;Aldi 008;-117,45;40768,24;DKK
05/08/2015;Rema 1000;-157,15;40885,69;DKK
03/08/2015;Risteriet Tisvilde;-60;41042,84;DKK
03/08/2015;Rema 1000;-85,25;41102,84;DKK
03/08/2015;Bacchouse;-73;41188,09;DKK
03/08/2015;Trævarefabrikkerne;-1901;41261,09;DKK
03/08/2015;Aldi 006;-81,3;43162,09;DKK
31/07/2015;Brød Værten;-224;43243,39;DKK
31/07/2015;Døgnnetto Jagtvej;-70,5;43467,39;DKK
31/07/2015;Københavns Universit;11468,07;43537,89;DKK
31/07/2015;Rema 1000;-245,8;32069,82;DKK
29/07/2015;Aldi 002;-92,3;32315,62;DKK
28/07/2015;Original Coffee;-67;32407,92;DKK
27/07/2015;Lidl;-145,75;32474,92;DKK
27/07/2015;Rema 1000;-94,25;32620,67;DKK
27/07/2015;FRELLSEN CHOKOLADE;-55;32714,92;DKK
27/07/2015;Netto-Bådene;-240;32769,92;DKK
27/07/2015;Dankort Madklubben Vesterb;-700;33009,92;DKK
27/07/2015;M Forum RVM;-200;33709,92;DKK
27/07/2015;WARPIGS BREWPUB;-195;33909,92;DKK
27/07/2015;Sømods Bolcher, Fr;-104;34104,92;DKK
27/07/2015;Pengeautomat;-500;34208,92;DKK
23/07/2015;IceQueen;-70;34708,92;DKK
21/07/2015;KAFFESALONEN ApS;-61;34778,92;DKK
20/07/2015;Rema 1000;-103,75;34839,92;DKK
20/07/2015;Rema 1000;-119,55;34943,67;DKK
20/07/2015;Pizzicato;-48;35063,22;DKK
17/07/2015;SECRET HAIR CARE;-150;35111,22;DKK
17/07/2015;Deres Købmand v/Mu;-100;35261,22;DKK
17/07/2015;Rema 1000;-98,15;35361,22;DKK
14/07/2015;NS ZANDVOORT AAN ZEE, ZANDVOORT AAN EUR 16,90;-127,4;35459,37;DKK
14/07/2015;NS SCHIPHOL, LUCHTHAVEN SC EUR 8,70;-65,59;35586,77;DKK
14/07/2015;AH TO GO 5868, AMSTERDAM CS EUR 6,00;-45,23;35652,36;DKK
13/07/2015;Rema 1000;-84,5;35697,59;DKK
10/07/2015;Rema 1000;-20,5;35782,09;DKK
09/07/2015;Rema 1000;-80,8;35802,59;DKK
07/07/2015;Baresso Coffee A/S;-113;35883,39;DKK
06/07/2015;Rema 1000;-108,35;35996,39;DKK
06/07/2015;Rema 1000;-52,9;36104,74;DKK
06/07/2015;Rema 1000;-150,3;36157,64;DKK
06/07/2015;Aldi 002;-105,71;36307,94;DKK
06/07/2015;Pengeautomat;-400;36413,65;DKK
03/07/2015;Rema 1000;-41,45;36813,65;DKK
30/06/2015;Københavns Universit;11468,07;36855,1;DKK
30/06/2015;Rema 1000;-85,4;25387,03;DKK
29/06/2015;Rema 1000;-88,4;25472,43;DKK
26/06/2015;Trævarefabrikkerne;-2024;25560,83;DKK
25/06/2015;Aldi 002;-43,95;27584,83;DKK
25/06/2015;IZ *TACOPOP IVS, OSTEBRO;-100;27628,78;DKK
24/06/2015;Rema 1000;-135,05;27728,78;DKK
23/06/2015;Rema 1000;-98,85;27863,83;DKK
22/06/2015;Politikens Boghal;-149,95;27962,68;DKK
22/06/2015;Tante T Torvehalle;-75,4;28112,63;DKK
19/06/2015;Aldi 002;-187,05;28188,03;DKK
19/06/2015;Bellahøj Svømmesta;-360;28375,08;DKK
17/06/2015;Rema 1000;-79,4;28735,08;DKK
16/06/2015;Rema 1000;-136,65;28814,48;DKK
16/06/2015;IZ *RED CHINA, KOBENHAVN K;-150;28951,13;DKK
15/06/2015;Olufs IS;-64;29101,13;DKK
15/06/2015;Dankort Cafe Væksthuset;-115;29165,13;DKK
15/06/2015;M Chr.havn RVM;-200;29280,13;DKK
15/06/2015;Hav Torvehallerne;-100;29480,13;DKK
15/06/2015;ISoBar;-66;29580,13;DKK
15/06/2015;MATAS - 14427;-52,25;29646,13;DKK
15/06/2015;Juicy;-156;29698,38;DKK
15/06/2015;Rema 1000;-118,2;29854,38;DKK
11/06/2015;Aldi 051;-45,8;29972,58;DKK
09/06/2015;Rema 1000;-127,25;30018,38;DKK
08/06/2015;Irma Fr.Borggade;-68;30145,63;DKK
08/06/2015;Bootleggers;-45;30213,63;DKK
08/06/2015;Bootleggers;-45;30258,63;DKK
08/06/2015;Bootleggers;-45;30303,63;DKK
08/06/2015;Cleaver's Meat Mar;-60;30348,63;DKK
08/06/2015;Lauras Bakery;-125;30408,63;DKK
08/06/2015;Inspiration;-79,95;30533,63;DKK
08/06/2015;Rema 1000;-174,5;30613,58;DKK
08/06/2015;Rema 1000;-127,95;30788,08;DKK
02/06/2015;Aldi 002;-83,25;30916,03;DKK
02/06/2015;Rema 1000;-49;30999,28;DKK
01/06/2015;Dankort riccos butik og ka;-150;31048,28;DKK
01/06/2015;Rema 1000;-124,2;31198,28;DKK
01/06/2015;A. BUSCK, KBH;-129,95;31322,48;DKK
01/06/2015;ATM 403862 0400-3038;-500;31452,43;DKK
29/05/2015;Københavns Universit;11468,07;31952,43;DKK
28/05/2015;Grillen Nørrebroga;-134;20484,36;DKK
27/05/2015;Visa/Dankort SEK   193,00 Kurs 81,559 Nota nr. 92001 SLOTTSTRADSGAARDS CAFE, MALMO;-157,41;20618,36;DKK
27/05/2015;Visa/Dankort SEK   189,00 Kurs 81,560 Nota nr. 73800 SKANETRAFIKEN, MALMO C;-154,15;20775,77;DKK
27/05/2015;Visa/Dankort SEK    89,90 Kurs 81,568 Nota nr. 64854 MASTERLIVS, MALMO;-73,33;20929,92;DKK
27/05/2015;Rema 1000;-123,55;21003,25;DKK
26/05/2015;Dankort Rist v/Anne-Line N;-56;21126,8;DKK
26/05/2015;Rema 1000;-170,3;21182,8;DKK
26/05/2015;Aldi 002;-157,7;21353,1;DKK
26/05/2015;Blomsterskuret;-60;21510,8;DKK
22/05/2015;Rema 1000;-124,15;21570,8;DKK
21/05/2015;Rema 1000;-84,25;21694,95;DKK
20/05/2015;Paradis Trianglen;-65;21779,2;DKK
19/05/2015;Aldi 002;-161,25;21844,2;DKK
18/05/2015;M Nørreport RVM;-280;22005,45;DKK
18/05/2015;F.S. PLUS SERVICE;-120;22285,45;DKK
18/05/2015;Rema 1000;-83,91;22405,45;DKK
18/05/2015;Games/Karrusella;-129;22489,36;DKK
18/05/2015;Nutid;-86;22618,36;DKK
18/05/2015;EVENT CREW ApS;-90;22704,36;DKK
18/05/2015;EVENT CREW ApS;-90;22794,36;DKK
12/05/2015;Ifølge separat advis nr.;22884,36;22884,36;DKK
